Empresa;Turno;Día de la semana;Experiencia del conductor;Formación del Paramédico;Nivel del Paramédico;Cantidad de atenciones;Distancia recorrida (Km);Velocidad máxima (Km/h);Consumo de combustible (Galones);Tiempo en Movimiento (h);Tiempo motor ON (h)
TAD;D;2;Intermedio;3;B;6;63.8;93;2.5;2.2;3.08
TAC;D;4;Experto;3;B;5;52.5;102;2.8;2.5;4.5
TAE;D;4;Intermedio;1;I;8;83.2;95;3.4;3.2;4.8
TAC;D;7;Intermedio;3;I;9;89.9;95;4.1;3.1;3.41
TAD;N;5;Principiante;1;I;7;68.2;88;2.7;3.1;3.41
TAP;D;7;Experto;2;A;9;89.6;98;3.8;3.2;5.76
TAD;N;4;Intermedio;3;I;7;70;90;3.2;2.8;4.76
TAC;D;2;Intermedio;4;I;7;67.5;90;3;2.5;4.25
TAC;D;3;Principiante;4;B;6;62.1;87;2.3;2.3;2.76
TAC;N;6;Intermedio;2;I;8;78.4;93;3.4;2.8;4.48
TAC;N;4;Intermedio;4;B;5;48.3;97;2.1;2.1;2.73
TAC;D;2;Intermedio;2;I;8;75.6;91;3.1;2.7;3.78
TAB;D;3;Intermedio;2;B;6;63;92;2.1;3;5.4
TAC;N;7;Intermedio;4;B;6;64;95;3;3.2;3.52
TAD;D;2;Principiante;3;I;7;71.3;89;3.2;3.1;4.34
TAD;N;1;Principiante;1;I;8;84.1;88;3.2;2.9;4.35
TAD;D;1;Principiante;3;B;5;54.6;89;2.4;2.6;4.68
TAB;N;6;Principiante;2;I;8;77.5;89;2.7;3.1;3.41
TAC;D;5;Principiante;3;B;6;62.4;85;2.9;2.6;4.42
TAC;N;3;Intermedio;4;I;8;75.4;93;2.5;2.9;3.48
TAC;N;7;Intermedio;3;I;7;70.4;90;3.1;3.2;4.8
TAP;N;6;Intermedio;1;I;8;81.2;95;3.2;2.9;4.93
TAB;N;5;Principiante;3;B;6;58.8;85;2.6;2.8;3.64
TAC;D;6;Intermedio;3;B;5;52.5;91;2.2;2.5;4
TAE;D;3;Intermedio;1;I;7;72.8;90;3.1;2.6;4.16
TAE;N;2;Intermedio;1;I;8;84;90;3.7;3;3.9
TAD;N;1;Intermedio;2;I;8;83.2;90;3;3.2;4.48
TAC;N;7;Intermedio;3;B;6;57.5;90;2.7;2.5;3
TAD;D;1;Intermedio;2;B;6;60.9;90;2.2;2.9;3.48
TAB;D;3;Principiante;1;I;8;84;87;3;3;4.8
TAB;D;7;Intermedio;2;B;7;67.2;93;3;2.4;4.08
TAB;D;7;Intermedio;1;B;6;65;91;2.8;2.6;4.16
TAP;D;1;Intermedio;2;B;7;69.6;93;2.8;2.9;4.06
TAD;D;6;Principiante;3;I;8;78.4;84;3.2;2.8;3.92
TAP;N;6;Principiante;1;I;7;67.2;85;2.8;2.4;3.12
TAB;D;6;Principiante;3;B;6;60.9;83;3.2;2.9;3.77
TAB;D;4;Intermedio;3;B;7;70.2;92;3.4;2.7;4.59
TAP;N;7;Principiante;3;B;6;64.8;88;2.7;2.7;2.97
TAP;N;4;Intermedio;2;B;6;59.8;91;2.6;2.6;4.42
TAB;D;3;Intermedio;3;B;5;48.4;92;2.3;2.2;3.74
TAB;N;1;Intermedio;1;B;7;72.5;92;2.5;2.5;4.5
TAE;D;5;Intermedio;3;B;6;57.6;92;2.6;2.4;3.12
TAD;D;1;Experto;2;B;6;64.4;105;2.7;2.8;3.64
TAP;N;2;Principiante;1;I;7;66;82;2.8;3.3;3.63
TAC;D;7;Intermedio;2;I;8;75.6;89;3;2.7;4.32
TAE;N;7;Intermedio;3;B;6;62.4;92;2.5;2.6;3.12
TAC;N;4;Principiante;4;I;7;66;87;2.7;3;5.1
TAB;D;7;Principiante;3;I;7;70.2;88;2.4;2.7;2.97
TAC;D;6;Experto;2;I;8;78.3;99;3.3;2.9;5.22
TAC;D;2;Principiante;4;I;8;81.6;87;3.2;3.4;3.74
TAP;N;6;Principiante;1;B;6;59.8;86;2.5;2.6;2.86
TAD;N;4;Principiante;4;B;6;60;84;2.8;2.5;3.25
TAC;D;5;Principiante;4;B;6;57.2;86;2.1;2.6;2.86
TAC;D;1;Intermedio;2;B;5;54.6;93;2.2;2.6;3.38
TAC;D;6;Intermedio;3;B;7;70.2;97;3.2;2.6;3.9
TAC;N;2;Principiante;4;I;7;70;87;3.2;2.8;3.36
TAB;D;2;Experto;2;B;6;62.4;99;1.9;2.6;4.16
TAC;N;2;Intermedio;3;B;6;60;91;2.2;3;3.3
TAC;D;6;Principiante;3;I;7;72.8;89;2.5;2.8;4.2
TAE;N;3;Intermedio;2;I;8;81;95;3.2;3;5.4
TAB;N;5;Intermedio;3;B;5;46;90;2.3;2.3;4.14
TAD;D;1;Intermedio;1;B;7;67.6;96;3.1;2.6;4.42
TAP;D;2;Intermedio;4;B;6;65;90;2.6;2.5;4.5
TAC;D;7;Intermedio;1;B;7;69;93;2.7;3;5.4
TAC;N;6;Intermedio;2;A;9;87;93;3.6;3;5.4
TAE;D;2;Intermedio;4;B;5;54;98;2.2;2.7;3.51
TAD;D;2;Principiante;3;I;8;75.4;88;3.5;2.9;4.64
TAB;N;7;Intermedio;3;B;7;69.3;92;2.5;3.3;5.61
TAP;N;3;Intermedio;4;B;6;61.6;95;2.4;2.2;3.52
TAD;D;1;Principiante;3;B;6;61.6;85;2.9;2.8;3.64
TAC;D;6;Intermedio;3;B;6;55;95;2.1;2.2;3.74
TAC;N;2;Intermedio;1;A;9;89.9;96;3.4;3.1;4.34
TAB;N;1;Principiante;4;A;9;89.1;83;4.1;3.3;4.29
TAB;D;7;Principiante;2;B;6;57.5;85;2.6;2.5;3
TAE;D;5;Principiante;1;B;6;62.1;84;2.3;2.3;3.45
TAC;N;4;Experto;3;B;6;62.5;105;2.5;2.5;4
TAC;D;6;Intermedio;3;I;7;74.4;90;3.1;3.1;4.03
TAE;D;4;Intermedio;1;B;6;64.8;90;2.9;2.7;3.78
TAD;N;5;Intermedio;4;B;6;61.6;94;3;2.8;3.36
TAB;N;6;Principiante;4;I;7;68.2;87;3.5;3.1;5.58
TAP;D;5;Intermedio;4;B;6;59.4;93;3.1;2.7;2.97
TAB;D;6;Experto;2;B;6;59.4;99;2.6;2.7;4.32
TAP;N;2;Intermedio;2;I;8;75.4;95;2.9;2.6;3.64
TAE;D;5;Principiante;1;I;8;81.2;87;3.2;2.9;4.93
TAP;D;5;Intermedio;2;B;5;49.4;92;2;1.9;3.04
TAB;N;1;Intermedio;2;B;7;72.5;92;2.7;2.5;4.5
TAB;D;2;Intermedio;2;B;6;58;89;2.2;2.9;4.06
TAC;N;3;Principiante;1;B;6;65;87;3.1;2.6;3.12
TAC;N;6;Intermedio;1;B;5;52;93;2.1;2.6;3.9
TAC;N;5;Experto;4;B;7;71.4;100;2.8;3.4;6.12
TAB;D;6;Intermedio;1;B;5;54;93;3.1;2.7;4.05
TAC;D;4;Intermedio;3;B;6;58.8;92;2.5;2.8;4.48
TAC;D;3;Principiante;2;I;7;66.7;76;2.6;2.9;3.19
TAB;D;2;Intermedio;2;I;7;70;90;2.5;2.8;4.48
TAP;D;4;Principiante;4;I;9;86.8;82;3.6;3.1;3.41
TAB;D;4;Intermedio;3;B;7;67.2;94;2.7;2.8;5.04
TAB;N;3;Intermedio;4;B;6;65;97;2.4;2.5;4
TAB;D;1;Intermedio;3;B;6;62.4;95;2.8;2.6;3.38
TAP;D;7;Principiante;2;B;5;54;86;2.2;2.7;4.32
TAD;D;4;Principiante;1;I;7;72;83;2.7;3;5.4
TAB;D;2;Intermedio;2;B;6;60;97;2.4;3;3.6
TAP;N;7;Principiante;3;B;6;57.6;86;2;2.4;3.12
TAD;N;5;Intermedio;3;I;7;67.2;90;2.6;2.8;3.92
TAD;N;6;Principiante;4;I;9;86.8;81;4;3.1;4.03
TAP;D;2;Intermedio;3;I;8;84.1;90;3.8;2.9;5.22
TAD;N;4;Intermedio;1;B;7;66.7;93;3.3;2.3;2.53
TAP;N;3;Principiante;1;B;6;62.4;86;2.8;2.6;3.64
TAB;N;4;Principiante;2;B;6;62.1;89;2.7;2.7;3.24
TAB;D;6;Intermedio;4;B;6;56;93;2;2.8;4.2
TAD;N;7;Intermedio;2;B;5;48.3;94;2;2.1;2.31
TAD;D;2;Intermedio;2;B;6;60;97;2.2;2.5;4.25
TAD;N;1;Intermedio;4;B;6;62;90;2.6;3.1;3.41
TAC;N;2;Principiante;2;B;6;55.2;89;1.9;2.4;2.64
TAD;D;4;Intermedio;2;B;6;58;94;2.3;2.9;4.64
TAC;N;4;Principiante;3;B;6;62.4;81;3;2.6;3.9
TAE;D;4;Intermedio;1;B;6;63;90;2.6;3;3.3
TAD;N;6;Principiante;3;B;6;55.2;82;2.2;2.4;3.36
TAD;D;1;Intermedio;1;B;6;62.4;92;2.6;2.6;2.86
TAB;N;7;Intermedio;1;I;8;78.3;95;3;2.7;4.59
TAC;N;4;Principiante;1;B;6;58.8;89;2;2.8;5.04
TAB;D;4;Intermedio;1;B;7;67.2;92;2.7;2.8;3.92
TAD;N;7;Principiante;1;B;6;65;86;2.7;2.6;3.64
TAC;N;3;Intermedio;4;I;7;70;96;2.8;2.5;3
TAD;N;3;Principiante;4;I;7;66.7;83;3.1;2.9;3.19
TAC;N;4;Principiante;4;I;8;81;85;3;3;3.6
TAB;N;4;Intermedio;2;B;6;65;95;3.1;2.6;3.12
TAC;D;6;Principiante;2;I;7;67.2;87;2.8;2.8;3.92
TAD;N;3;Principiante;1;B;5;52;83;2;2.6;4.16
TAC;N;5;Intermedio;1;B;6;65;93;2.5;2.6;3.38
TAC;D;7;Principiante;1;B;5;50.4;84;2;2.4;4.08
TAC;N;3;Intermedio;1;B;6;58;97;2;2.9;3.48
TAB;D;1;Intermedio;4;B;7;69;94;2.7;3;5.1
TAC;D;2;Intermedio;1;I;9;86.8;91;3.9;3.1;3.41
TAC;D;4;Intermedio;2;B;6;63.8;91;2.2;2.2;2.42
TAB;N;5;Intermedio;4;B;6;61.6;90;2.4;2.8;3.92
TAP;D;5;Intermedio;1;A;10;101.5;90;4.3;3.5;3.85
TAD;D;6;Intermedio;1;B;6;57.5;91;2.1;2.5;3.25
TAB;D;5;Intermedio;4;B;7;66;93;2.9;3;3.6
TAD;N;2;Principiante;4;B;5;48.3;79;1.9;2.3;3.68
TAP;N;2;Principiante;4;I;8;80;82;3.7;3.2;4.48
TAP;N;7;Intermedio;4;B;5;46;97;1.7;2.3;3.68
TAC;N;7;Intermedio;4;B;7;66.7;93;2.8;2.3;2.76
TAB;D;3;Intermedio;3;B;7;67.5;95;2.7;2.7;3.24
TAP;N;4;Intermedio;2;I;8;81;95;3.9;3;3.6
TAE;N;4;Intermedio;3;B;5;54;91;2.4;2.7;4.59
TAE;N;6;Intermedio;2;I;7;72.5;91;2.7;2.5;4.25
TAP;D;1;Principiante;4;B;6;60;81;3.1;3;3.9
TAB;N;5;Intermedio;2;B;6;62;91;2.7;3.1;4.03
TAB;D;1;Principiante;2;B;6;61.6;87;2.6;2.8;3.64
TAP;D;4;Experto;1;B;6;55;99;2.1;2.5;3.5
TAB;D;4;Intermedio;1;I;7;67.6;91;2.7;2.6;3.64
TAP;N;5;Principiante;2;I;7;68;85;2.5;3.4;4.42
TAC;D;1;Intermedio;2;B;6;62.4;96;2.6;2.6;3.64
TAB;N;2;Intermedio;2;I;7;67.2;89;2.6;3.2;5.76
TAB;N;4;Intermedio;4;B;6;57.5;97;2.4;2.5;4.25
TAD;N;4;Intermedio;4;I;8;78.3;90;3.5;2.9;4.35
TAB;N;7;Principiante;2;B;6;62.4;87;2.6;2.6;3.64
TAE;N;4;Principiante;3;B;5;52.8;87;2.2;2.4;3.84
TAP;D;1;Principiante;4;I;8;75.6;89;3.3;2.8;3.64
TAP;D;2;Principiante;4;I;8;76.8;82;3.4;3.2;4.48
TAP;N;3;Intermedio;3;I;8;78.4;93;3.5;2.8;3.08
TAP;D;7;Principiante;2;I;8;78.3;86;2.8;2.9;4.06
TAB;N;4;Experto;3;B;6;58;99;2.3;2.9;3.48
TAB;D;3;Principiante;1;I;7;72.8;88;2.7;2.8;3.92
TAP;D;3;Principiante;1;B;6;63.8;78;2.7;2.9;3.77
TAP;N;6;Principiante;1;B;6;60;81;2.8;3;4.8
TAD;D;4;Intermedio;1;B;6;56;97;1.9;2.8;4.48
TAC;N;3;Principiante;2;I;7;68.2;84;2.6;3.1;4.34
TAP;N;2;Principiante;3;I;7;66;85;2.8;3;3.3
TAD;D;3;Principiante;3;B;6;61.6;84;2.2;2.8;3.64
TAE;N;1;Principiante;4;B;5;52;88;1.8;2.6;3.12
TAP;N;6;Intermedio;3;I;7;72.5;92;3.3;2.9;4.64
TAE;N;5;Intermedio;3;I;8;75.4;89;3.4;2.9;4.93
TAP;N;4;Intermedio;1;B;6;61.6;91;2.5;2.8;3.64
TAD;D;1;Principiante;2;B;6;59.8;85;2.7;2.6;4.16
TAC;N;5;Principiante;4;I;8;81;86;3.6;3;3.9
TAP;D;2;Intermedio;4;A;9;88.4;97;3.6;3.4;4.42
TAB;D;4;Principiante;2;I;8;81.2;76;3.7;2.8;4.2
TAE;D;4;Principiante;4;B;6;59.8;86;2.3;2.6;4.68
TAP;N;1;Intermedio;1;I;8;84;91;3.2;3;4.2
TAB;N;6;Principiante;3;I;8;81.2;87;3.9;2.9;4.06
TAB;D;7;Intermedio;2;I;8;80;92;3.4;3.2;4.8
TAD;D;2;Principiante;4;I;7;70;88;2.9;2.8;3.92
TAC;N;6;Intermedio;2;B;6;60.9;89;2.3;2.9;4.06
TAC;D;3;Intermedio;4;B;6;55;89;2.2;2.5;4.25
TAC;D;1;Intermedio;1;B;5;48.4;89;1.7;2.2;3.96
TAC;D;6;Intermedio;2;B;6;57.5;90;1.9;2.5;3.5
TAC;N;5;Intermedio;1;I;8;80;91;2.9;3.2;3.52
TAC;D;6;Intermedio;3;I;9;87;94;3.5;3;5.1
TAE;N;1;Intermedio;4;B;6;58;90;2.4;2.9;4.35
TAD;N;4;Intermedio;1;B;5;50.6;94;2.3;2.2;2.42
TAC;D;2;Intermedio;2;I;8;81;93;3.6;3;3.3
TAD;D;6;Intermedio;4;B;6;55;95;2.3;2.5;4.25
TAP;N;4;Principiante;4;I;8;83.2;86;3.3;3.2;4.48
TAB;D;2;Intermedio;2;B;7;66.7;91;2.7;2.9;3.77
TAB;D;2;Intermedio;2;B;7;69.6;93;2.8;2.4;3.36
TAB;N;6;Principiante;1;I;8;77.5;84;3.1;3.1;5.58
TAE;D;2;Principiante;4;B;6;62;77;2.3;3.1;4.34
TAD;D;5;Intermedio;4;I;8;78.3;91;3;2.7;4.59
TAC;N;3;Principiante;3;B;6;59.4;87;3.1;2.7;4.32
TAB;D;2;Intermedio;2;I;8;83.7;90;3.5;3.1;5.27
TAE;N;1;Intermedio;3;A;9;87;93;3.9;3;4.8
TAC;N;6;Intermedio;1;B;7;67.2;96;2.8;2.8;3.64
TAD;D;1;Principiante;4;I;7;66.7;84;2.7;2.3;3.45
TAE;N;2;Principiante;2;I;7;72.8;88;2.8;2.8;4.2
TAB;N;2;Intermedio;3;A;9;86.8;92;3.3;3.1;4.65
TAP;D;3;Principiante;4;I;7;67.5;87;2.9;2.5;3.5
TAC;N;3;Principiante;3;I;7;72.8;84;3.3;2.8;5.04
TAC;N;2;Intermedio;1;B;6;56.7;95;1.7;2.7;3.78
TAC;D;3;Principiante;2;B;6;56.7;88;2;2.7;4.59
TAE;N;1;Intermedio;3;B;6;58.8;92;2.3;2.8;4.2
TAE;N;3;Intermedio;4;B;6;58.8;90;2.5;2.8;4.2
TAD;D;2;Principiante;4;I;7;67.2;82;3.1;3.2;5.76
TAE;N;1;Principiante;3;B;6;57.6;86;2;2.4;3.6
TAB;N;3;Intermedio;3;I;7;72;89;2.8;3;3.3
TAC;D;6;Intermedio;3;B;5;50.6;89;2.2;2.3;2.99
TAD;D;1;Intermedio;4;I;8;75.6;97;3.2;2.7;3.24
TAC;N;1;Intermedio;2;B;7;72.8;93;3.1;2.8;3.08
TAC;N;3;Intermedio;2;B;5;50.4;95;2.2;2.4;3.36
TAP;N;1;Principiante;3;B;6;61.6;88;2.8;2.8;3.92
TAC;D;5;Principiante;3;I;8;75.6;88;2.7;2.8;3.64
TAB;N;6;Experto;1;I;8;84.1;99;3.4;2.9;4.64
TAE;N;2;Principiante;3;B;6;62.5;87;2.3;2.5;3.25
TAE;N;1;Principiante;4;I;7;70.2;82;3.2;2.7;2.97
TAD;D;7;Intermedio;1;I;8;75.4;92;3.6;2.6;3.9
TAP;N;1;Principiante;1;I;8;75.4;82;2.6;2.6;3.9
TAB;N;7;Intermedio;2;B;7;67.6;91;2.8;2.6;3.38
TAD;N;3;Intermedio;1;I;8;81;93;3.5;3;4.5
TAD;N;4;Intermedio;3;I;8;75.6;98;2.9;2.8;5.04
TAC;D;5;Principiante;1;B;5;52.9;87;1.8;2.3;2.99
TAD;N;1;Principiante;1;I;7;72.8;86;2.6;2.8;4.48
TAP;N;6;Intermedio;4;B;6;57.5;94;2.2;2.5;3.5
TAC;D;5;Intermedio;4;B;6;57.2;90;2.2;2.6;3.9
TAC;D;2;Principiante;2;I;8;83.2;87;3.8;3.2;4.48
TAC;D;2;Intermedio;2;I;8;75;92;3.3;3;4.2
TAB;D;3;Intermedio;4;I;8;83.7;89;3.6;3.1;3.41
TAP;D;4;Principiante;2;B;6;62;85;2.4;3.1;5.27
TAC;N;6;Intermedio;2;B;7;66.7;91;2.8;2.9;3.77
TAC;N;7;Intermedio;4;I;9;87;91;3.8;3;5.4
TAD;D;5;Intermedio;2;B;7;68.2;92;3.1;3.1;3.72
TAC;D;5;Intermedio;3;B;7;72.5;91;3;2.9;4.35
TAC;N;7;Intermedio;2;I;8;81.2;90;3.4;2.9;4.64
TAC;D;4;Intermedio;2;I;8;75.4;90;3.3;2.9;4.93
TAC;D;3;Intermedio;1;B;6;64.8;96;2.9;2.4;4.08
TAC;D;2;Principiante;3;B;6;57.5;88;2.1;2.5;3.5
TAE;N;3;Intermedio;2;I;8;75.4;95;3.2;2.6;4.42
TAD;N;2;Intermedio;1;I;8;75.6;89;3.6;2.8;4.76
TAD;N;7;Principiante;1;I;8;78;81;2.8;3;3.6
TAD;N;6;Principiante;2;I;7;69;80;2.9;3;5.1
TAC;D;4;Principiante;1;I;7;67.2;85;2.4;2.8;4.48
TAE;D;5;Intermedio;1;B;6;59.4;95;2.5;2.7;4.05
TAB;D;1;Principiante;2;B;5;48;83;1.6;2.4;2.88
TAC;N;7;Principiante;3;B;6;63.8;88;2.3;2.9;4.35
TAD;N;3;Intermedio;4;I;8;75.4;94;3.5;2.9;3.77
TAP;D;3;Intermedio;4;I;8;81.2;94;3.2;2.9;3.48
TAD;D;1;Experto;3;B;6;62.5;101;2.1;2.5;3.75
TAC;D;3;Intermedio;2;B;7;70;93;3.2;3.5;5.25
TAD;N;2;Principiante;4;I;8;76.8;86;2.7;3.2;3.52
TAC;D;1;Principiante;4;A;9;92.8;85;4;3.2;5.12
TAP;D;1;Intermedio;2;I;8;81.2;95;3.2;2.9;4.64
TAE;D;2;Principiante;2;B;5;52.5;84;2.1;2.5;4.5
TAP;D;4;Intermedio;4;I;8;75.6;93;3.2;2.7;4.05
TAC;D;5;Experto;1;B;7;71.3;106;2.9;3.1;4.03
TAD;N;4;Intermedio;4;I;7;72.5;91;2.9;2.9;3.77
TAE;D;3;Experto;4;B;7;72.9;101;3.1;2.7;2.97
TAB;D;7;Intermedio;2;B;7;65.1;97;2.4;3.1;3.41
TAC;D;7;Intermedio;1;B;5;54;92;2.5;2.7;4.86
TAP;N;2;Intermedio;2;B;7;70;98;3;2.5;4
TAC;D;4;Experto;2;B;4;44;99;2.2;2.2;3.96
TAE;D;7;Experto;3;B;7;67.6;100;3;2.6;3.9
TAB;D;6;Principiante;1;I;7;70.2;83;3;2.7;4.32
TAD;N;2;Intermedio;3;I;8;78.2;92;2.9;3.4;5.78
TAP;D;5;Experto;3;I;8;85;99;3.2;3.4;5.1
TAD;D;7;Principiante;4;I;9;87;87;3.9;3;5.1
TAC;N;4;Intermedio;3;B;6;58.8;90;2.5;2.8;3.92
TAD;D;4;Experto;3;B;5;46;101;1.4;2.3;2.99
TAB;D;1;Principiante;4;B;6;62.1;88;3;2.7;3.78
TAB;D;6;Principiante;3;B;5;54.6;84;2.1;2.6;4.16
TAC;N;7;Principiante;2;I;9;86.4;86;3.5;3.2;4.16
TAB;D;3;Intermedio;3;I;8;75.9;91;3;3.3;4.62
TAP;D;7;Intermedio;1;I;7;72.5;89;3;2.9;4.35
TAD;N;4;Principiante;3;B;6;60.9;87;2.4;2.9;3.77
TAD;D;2;Intermedio;1;B;5;52.5;95;2.5;2.5;3.5
TAC;D;6;Principiante;1;B;6;58.8;89;2.7;2.8;3.36
TAD;D;6;Intermedio;3;I;8;83.7;94;3.6;3.1;5.27
TAB;D;6;Principiante;4;I;7;70.2;85;2.6;2.6;4.42
TAB;D;1;Intermedio;2;B;6;57.5;91;2.1;2.5;2.75
TAB;N;3;Intermedio;2;B;6;56;92;1.9;2.8;3.92
TAE;D;2;Principiante;4;I;7;66.7;89;2.9;2.3;3.91
TAC;N;4;Principiante;4;B;6;60;85;2.4;2.5;3
TAB;D;2;Intermedio;3;B;6;65;93;2.9;2.6;4.42
TAP;N;3;Principiante;2;B;6;60;86;2.2;2.4;3.12
TAB;N;7;Principiante;3;A;10;100.8;88;3.9;3.6;6.48
TAC;N;6;Principiante;2;B;6;60;83;2.9;3;5.4
TAB;D;6;Principiante;3;B;6;55;86;1.8;2.5;4.25
TAB;D;7;Intermedio;4;A;9;88.4;90;3.3;3.4;3.74
TAB;D;1;Intermedio;3;B;5;50;94;1.7;2.5;4.5
TAD;D;5;Principiante;2;B;6;57.2;85;2.3;2.6;4.42
TAD;D;6;Intermedio;1;I;8;75;90;3.3;3;5.4
TAC;N;2;Principiante;1;B;6;57.6;87;2.3;2.4;4.32
TAE;N;2;Principiante;3;I;8;75.6;87;3.3;2.7;4.59
TAC;N;6;Intermedio;3;I;8;75.6;90;2.7;2.7;2.97
TAB;D;6;Intermedio;1;A;9;89.1;89;3.7;3.3;3.63
TAC;N;3;Intermedio;3;I;7;66;90;2.7;3;3.9
TAE;D;6;Principiante;3;B;6;59.8;85;2.5;2.6;4.68
TAE;D;7;Intermedio;1;I;8;75;91;3.3;3;4.2
TAB;N;6;Intermedio;1;I;8;81.2;92;3.2;2.9;5.22
TAC;D;4;Intermedio;1;I;8;75.4;90;3.2;2.9;3.19
TAP;D;2;Intermedio;3;A;9;86.8;95;3.5;3.1;4.03
TAB;D;1;Intermedio;1;B;6;64.8;92;3.3;2.7;4.86
TAB;N;5;Intermedio;3;B;6;65;92;2.8;2.5;3.25
TAC;D;2;Principiante;1;B;6;60;84;2.3;2.5;3.25
TAD;D;5;Intermedio;1;B;6;57.2;96;3;2.6;2.86
TAP;N;5;Principiante;4;I;7;72.8;89;3.3;2.8;3.64
TAC;N;3;Experto;1;B;7;69;101;2.4;3;4.5
TAE;N;7;Principiante;1;B;6;58;89;2.3;2.9;3.77
TAP;N;7;Experto;2;B;6;60;102;2.6;3;5.1
TAB;D;5;Principiante;2;I;8;78.3;81;3.1;2.9;3.77
TAD;D;3;Principiante;4;I;8;75;84;3;3;4.5
TAE;N;1;Principiante;1;I;8;78.3;81;3.4;2.9;5.22
TAP;D;1;Intermedio;1;B;6;65;97;2.4;2.6;2.86
TAB;D;7;Intermedio;4;I;7;69.6;96;3.2;2.9;3.19
TAB;D;2;Intermedio;1;I;8;84;92;3.1;3;5.4
TAB;D;5;Intermedio;1;I;8;75.9;98;3.3;3.3;4.95
TAD;D;3;Intermedio;3;B;6;64;91;2.7;3.2;4.16
TAD;N;6;Principiante;4;I;7;70;85;2.6;2.8;3.64
TAB;N;2;Intermedio;3;I;8;75.9;90;3.2;3.3;3.96
TAC;N;4;Principiante;1;I;7;66.7;79;2.9;2.9;4.06
TAP;N;5;Intermedio;4;A;9;89.1;95;3.7;3.3;5.61
TAP;D;5;Intermedio;4;A;10;98;91;4;3.5;5.6
TAC;N;3;Principiante;2;I;8;78.3;75;3;2.9;4.64
TAB;N;3;Intermedio;1;B;7;72;95;3.6;3;4.5
TAB;D;1;Intermedio;4;B;5;52.5;96;2.3;2.5;2.75
TAC;D;3;Intermedio;2;I;8;78.4;93;4.1;2.8;5.04
TAD;N;2;Intermedio;4;B;7;74.8;92;3.6;3.4;4.76
TAD;D;3;Principiante;4;B;6;55;82;2.7;2.2;2.86
TAD;N;5;Intermedio;2;B;7;66.7;94;3;2.9;5.22
TAP;N;5;Principiante;1;I;7;69.6;87;2.6;2.9;3.77
TAP;N;3;Intermedio;1;B;6;60.9;95;2.3;2.9;3.77
TAC;D;6;Principiante;4;B;6;59.8;89;2.1;2.3;3.91
TAB;D;6;Principiante;1;I;8;78.2;84;3.1;3.4;5.1
TAB;D;6;Intermedio;3;B;7;72;92;2.7;3;3.9
TAC;D;2;Principiante;2;I;8;75.6;89;3.1;2.8;3.92
TAB;N;6;Intermedio;1;B;5;52.8;92;2.4;2.2;3.52
TAB;D;6;Intermedio;1;I;8;81.2;91;3.4;2.9;3.77
TAC;N;1;Intermedio;1;I;7;67.6;91;2.8;2.6;4.16
TAB;N;7;Intermedio;4;B;5;52.5;95;2.4;2.5;4.25
TAP;N;2;Intermedio;1;I;8;84.1;94;3.9;2.9;4.93
TAE;N;4;Intermedio;2;I;8;81.2;94;3;2.9;3.77
TAB;N;7;Intermedio;3;B;6;55.2;89;2.8;2.4;3.84
TAP;N;7;Intermedio;2;B;6;55;92;2.8;2.5;3
TAC;N;4;Intermedio;2;B;5;48.4;93;2;2.2;3.52
TAE;N;2;Intermedio;3;B;7;68.2;98;2.6;3.1;4.96
TAE;N;5;Intermedio;4;B;7;69;97;3.4;3;4.8
TAE;N;1;Experto;4;B;6;56;99;2.2;2.8;4.2
TAP;N;6;Principiante;2;B;5;52;87;2.6;2.6;3.12
TAC;N;3;Intermedio;1;B;7;67.2;97;2.8;2.8;4.2
TAD;N;4;Intermedio;4;B;6;62.4;93;2.9;2.6;4.68
TAD;N;3;Principiante;3;I;7;68;85;2.4;3.4;3.74
TAD;D;4;Principiante;2;B;5;52;89;1.9;2.6;3.38
TAC;D;7;Principiante;2;I;7;72.8;81;2.8;2.6;3.64
TAD;D;7;Intermedio;4;B;6;65;94;2.8;2.6;4.42
TAP;N;3;Intermedio;4;B;6;56;91;2;2.8;3.64
TAC;D;3;Intermedio;3;I;8;75.6;91;3.3;2.8;4.2
TAC;N;1;Intermedio;1;B;6;62.4;89;2.5;2.6;4.68
TAC;D;3;Experto;1;B;6;57.2;99;2.4;2.6;3.9
TAD;N;3;Intermedio;3;B;7;69.6;96;2.7;2.4;4.08
TAC;N;6;Intermedio;2;I;7;71.4;90;3;3.4;4.76
TAB;D;4;Intermedio;4;B;6;57.2;95;2.6;2.6;4.42
TAB;N;3;Principiante;3;I;7;70;80;3.2;2.5;3.5
TAP;D;1;Principiante;2;B;5;50.4;85;2.1;2.4;4.08
TAD;N;7;Principiante;3;I;8;75.6;87;3.2;2.8;3.92
TAD;N;3;Principiante;2;I;8;75.4;89;2.8;2.9;4.06
TAE;D;6;Principiante;1;I;8;78.3;89;3.9;2.7;4.05
TAB;N;3;Intermedio;4;B;6;57.2;91;2.4;2.6;3.9
TAB;N;1;Principiante;1;B;6;62.4;86;2.8;2.6;3.12
TAD;N;5;Intermedio;4;B;6;57.5;91;2.4;2.5;4.5
TAD;N;4;Intermedio;2;I;9;86.4;90;3.4;3.2;5.44
TAE;N;1;Intermedio;1;B;5;52;94;2.2;2.6;4.16
TAB;D;2;Intermedio;2;I;7;70;91;2.8;2.5;3.25
